state,date,total_population,cumulative_cases,cumulative_cases_per_100_000,cumulative_deaths,cumulative_deaths_per_100_000,new_cases,new_cases_7_day_rolling_avg,new_deaths,new_deaths_7_day_rolling_avg,new_deaths_per_100_000,new_cases_per_100_000
Alabama,1/22/2020,4887871,0,0,0,0,,,,,,
Alabama,1/23/2020,4887871,0,0,0,0,0,,0,,0,0
Alabama,1/24/2020,4887871,0,0,0,0,0,,0,,0,0
Alabama,1/25/2020,4887871,0,0,0,0,0,,0,,0,0
Alabama,1/26/2020,4887871,0,0,0,0,0,,0,,0,0
Alabama,1/27/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,1/28/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,1/29/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,1/30/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,1/31/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/1/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/2/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/3/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/4/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/5/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/6/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/7/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/8/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/9/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/10/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/11/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/12/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/13/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/14/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/15/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/16/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/17/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/18/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/19/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/20/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/21/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/22/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/23/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/24/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/25/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/26/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/27/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/28/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,2/29/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,3/1/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,3/2/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,3/3/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,3/4/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,3/5/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,3/6/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,3/7/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,3/8/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,3/9/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,3/10/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,3/11/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,3/12/2020,4887871,0,0,0,0,0,0,0,0,0,0
Alabama,3/13/2020,4887871,5,0.1,0,0,5,0.71,0,0,0,0.1
Alabama,3/14/2020,4887871,7,0.14,0,0,2,1,0,0,0,0.04
Alabama,3/15/2020,4887871,11,0.23,0,0,4,1.57,0,0,0,0.08
Alabama,3/16/2020,4887871,29,0.59,0,0,18,4.14,0,0,0,0.37
Alabama,3/17/2020,4887871,39,0.8,0,0,10,5.57,0,0,0,0.2
Alabama,3/18/2020,4887871,51,1.04,0,0,12,7.29,0,0,0,0.25
Alabama,3/19/2020,4887871,78,1.6,0,0,27,11.14,0,0,0,0.55
Alabama,3/20/2020,4887871,106,2.17,0,0,28,14.43,0,0,0,0.57
Alabama,3/21/2020,4887871,131,2.68,0,0,25,17.71,0,0,0,0.51
Alabama,3/22/2020,4887871,157,3.21,0,0,26,20.86,0,0,0,0.53
Alabama,3/23/2020,4887871,196,4.01,0,0,39,23.86,0,0,0,0.8
Alabama,3/24/2020,4887871,242,4.95,0,0,46,29,0,0,0,0.94
Alabama,3/25/2020,4887871,381,7.79,1,0.02,139,47.14,1,0.14,0.02,2.84
Alabama,3/26/2020,4887871,517,10.58,1,0.02,136,62.71,0,0.14,0,2.78
Alabama,3/27/2020,4887871,587,12.01,4,0.08,70,68.71,3,0.57,0.06,1.43
Alabama,3/28/2020,4887871,694,14.2,4,0.08,107,80.43,0,0.57,0,2.19
Alabama,3/29/2020,4887871,825,16.88,10,0.2,131,95.43,6,1.43,0.12,2.68
Alabama,3/30/2020,4887871,899,18.39,10,0.2,74,100.43,0,1.43,0,1.51
Alabama,3/31/2020,4887871,987,20.19,23,0.47,88,106.43,13,3.29,0.27,1.8
Alabama,4/1/2020,4887871,1060,21.69,27,0.55,73,97,4,3.71,0.08,1.49
Alabama,4/2/2020,4887871,1233,25.23,32,0.65,173,102.29,5,4.43,0.1,3.54
Alabama,4/3/2020,4887871,1495,30.59,38,0.78,262,129.71,6,4.86,0.12,5.36
Alabama,4/4/2020,4887871,1614,33.02,44,0.9,119,131.43,6,5.71,0.12,2.43
Alabama,4/5/2020,4887871,1765,36.11,45,0.92,151,134.29,1,5,0.02,3.09
Alabama,4/6/2020,4887871,1952,39.94,49,1,187,150.43,4,5.57,0.08,3.83
Alabama,4/7/2020,4887871,2169,44.38,64,1.31,217,168.86,15,5.86,0.31,4.44
Alabama,4/8/2020,4887871,2328,47.63,66,1.35,159,181.14,2,5.57,0.04,3.25
Alabama,4/9/2020,4887871,2703,55.3,70,1.43,375,210,4,5.43,0.08,7.67
Alabama,4/10/2020,4887871,2947,60.29,80,1.64,244,207.43,10,6,0.2,4.99
Alabama,4/11/2020,4887871,3217,65.82,92,1.88,270,229,12,6.86,0.25,5.52
Alabama,4/12/2020,4887871,3563,72.89,93,1.9,346,256.86,1,6.86,0.02,7.08
Alabama,4/13/2020,4887871,3734,76.39,99,2.03,171,254.57,6,7.14,0.12,3.5
Alabama,4/14/2020,4887871,3953,80.87,114,2.33,219,254.86,15,7.14,0.31,4.48
Alabama,4/15/2020,4887871,4075,83.37,118,2.41,122,249.57,4,7.43,0.08,2.5
Alabama,4/16/2020,4887871,4345,88.89,133,2.72,270,234.57,15,9,0.31,5.52
Alabama,4/17/2020,4887871,4571,93.52,148,3.03,226,232,15,9.71,0.31,4.62
Alabama,4/18/2020,4887871,4712,96.4,153,3.13,141,213.57,5,8.71,0.1,2.88
Alabama,4/19/2020,4887871,4888,100,157,3.21,176,189.29,4,9.14,0.08,3.6
Alabama,4/20/2020,4887871,5079,103.91,163,3.33,191,192.14,6,9.14,0.12,3.91
Alabama,4/21/2020,4887871,5317,108.78,183,3.74,238,194.86,20,9.86,0.41,4.87
Alabama,4/22/2020,4887871,5593,114.43,196,4.01,276,216.86,13,11.14,0.27,5.65
Alabama,4/23/2020,4887871,5832,119.32,202,4.13,239,212.43,6,9.86,0.12,4.89
Alabama,4/24/2020,4887871,6026,123.28,209,4.28,194,207.86,7,8.71,0.14,3.97
Alabama,4/25/2020,4887871,6026,123.28,209,4.28,0,187.71,0,8,0,0
Alabama,4/26/2020,4887871,6421,131.37,219,4.48,395,219,10,8.86,0.2,8.08
Alabama,4/27/2020,4887871,6539,133.78,228,4.66,118,208.57,9,9.29,0.18,2.41
Alabama,4/28/2020,4887871,6750,138.1,242,4.95,211,204.71,14,8.43,0.29,4.32
Alabama,4/29/2020,4887871,6912,141.41,256,5.24,162,188.43,14,8.57,0.29,3.31
Alabama,4/30/2020,4887871,7088,145.01,272,5.56,176,179.43,16,10,0.33,3.6
Alabama,5/1/2020,4887871,7294,149.23,289,5.91,206,181.14,17,11.43,0.35,4.21
Alabama,5/2/2020,4887871,7611,155.71,288,5.89,317,226.43,-1,13.33,-0.02,6.49
Alabama,5/3/2020,4887871,7888,161.38,290,5.93,277,209.57,2,12,0.04,5.67
Alabama,5/4/2020,4887871,8112,165.96,298,6.1,224,224.71,8,11.83,0.16,4.58
Alabama,5/5/2020,4887871,8437,172.61,315,6.44,325,241,17,12.33,0.35,6.65
Alabama,5/6/2020,4887871,8691,177.81,343,7.02,254,254.14,28,14.67,0.57,5.2
Alabama,5/7/2020,4887871,9046,185.07,369,7.55,355,279.71,26,16.33,0.53,7.26
Alabama,5/8/2020,4887871,9385,192.01,383,7.84,339,298.71,14,15.83,0.29,6.94
Alabama,5/9/2020,4887871,9668,197.8,390,7.98,283,293.86,7,14.57,0.14,5.79
Alabama,5/10/2020,4887871,9889,202.32,393,8.04,221,285.86,3,14.71,0.06,4.52
Alabama,5/11/2020,4887871,10164,207.94,403,8.24,275,293.14,10,15,0.2,5.63
Alabama,5/12/2020,4887871,10464,214.08,435,8.9,300,289.57,32,17.14,0.65,6.14
Alabama,5/13/2020,4887871,10700,218.91,450,9.21,236,287,15,15.29,0.31,4.83
Alabama,5/14/2020,4887871,11101,227.11,473,9.68,401,293.57,23,14.86,0.47,8.2
Alabama,5/15/2020,4887871,11373,232.68,483,9.88,272,284,10,14.29,0.2,5.56
Alabama,5/16/2020,4887871,11674,238.84,485,9.92,301,286.57,2,13.57,0.04,6.16
Alabama,5/17/2020,4887871,11771,240.82,488,9.98,97,268.86,3,13.57,0.06,1.98
Alabama,5/18/2020,4887871,12086,247.27,489,10,315,274.57,1,12.29,0.02,6.44
Alabama,5/19/2020,4887871,12376,253.2,504,10.31,290,273.14,15,9.86,0.31,5.93
Alabama,5/20/2020,4887871,13052,267.03,522,10.68,676,336,18,10.29,0.37,13.83
Alabama,5/21/2020,4887871,13288,271.86,529,10.82,236,312.43,7,8,0.14,4.83
Alabama,5/22/2020,4887871,13670,279.67,541,11.07,382,328.14,12,8.29,0.25,7.82
Alabama,5/23/2020,4887871,14117,288.82,549,11.23,447,349,8,9.14,0.16,9.15
Alabama,5/24/2020,4887871,14478,296.2,551,11.27,361,386.71,2,9,0.04,7.39
Alabama,5/25/2020,4887871,14986,306.6,566,11.58,508,414.29,15,11,0.31,10.39
Alabama,5/26/2020,4887871,15650,320.18,580,11.87,664,467.71,14,10.86,0.29,13.58
Alabama,5/27/2020,4887871,16032,328,583,11.93,382,425.71,3,8.71,0.06,7.82
Alabama,5/28/2020,4887871,16530,338.18,591,12.09,498,463.14,8,8.86,0.16,10.19
Alabama,5/29/2020,4887871,17031,348.43,610,12.48,501,480.14,19,9.86,0.39,10.25
Alabama,5/30/2020,4887871,17359,355.14,618,12.64,328,463.14,8,9.86,0.16,6.71
Alabama,5/31/2020,4887871,17952,367.28,630,12.89,593,496.29,12,11.29,0.25,12.13
Alabama,6/1/2020,4887871,18630,381.15,646,13.22,678,520.57,16,11.43,0.33,13.87
Alabama,6/2/2020,4887871,18766,383.93,653,13.36,136,445.14,7,10.43,0.14,2.78
Alabama,6/3/2020,4887871,18851,385.67,653,13.36,85,402.71,0,10,0,1.74
Alabama,6/4/2020,4887871,19072,390.19,653,13.36,221,363.14,0,8.86,0,4.52
Alabama,6/5/2020,4887871,19387,396.63,676,13.83,315,336.57,23,9.43,0.47,6.44
Alabama,6/6/2020,4887871,20043,410.06,689,14.1,656,383.43,13,10.14,0.27,13.42
Alabama,6/7/2020,4887871,20500,419.41,692,14.16,457,364,3,8.86,0.06,9.35
Alabama,6/8/2020,4887871,20925,428.1,718,14.69,425,327.86,26,10.29,0.53,8.69
Alabama,6/9/2020,4887871,21422,438.27,729,14.91,497,379.43,11,10.86,0.23,10.17
Alabama,6/10/2020,4887871,21989,449.87,744,15.22,567,448.29,15,13,0.31,11.6
Alabama,6/11/2020,4887871,22845,467.38,755,15.45,856,539,11,14.57,0.23,17.51
Alabama,6/12/2020,4887871,23710,485.08,769,15.73,865,617.57,14,13.29,0.29,17.7
Alabama,6/13/2020,4887871,24601,503.31,773,15.81,891,651.14,4,12,0.08,18.23
Alabama,6/14/2020,4887871,25615,524.05,773,15.81,1014,730.71,0,11.57,0,20.75
Alabama,6/15/2020,4887871,26272,537.49,774,15.84,657,763.86,1,8,0.02,13.44
Alabama,6/16/2020,4887871,26912,550.59,785,16.06,640,784.29,11,8,0.23,13.09
Alabama,6/17/2020,4887871,27312,558.77,790,16.16,400,760.43,5,6.57,0.1,8.18
Alabama,6/18/2020,4887871,28206,577.06,810,16.57,894,765.86,20,7.86,0.41,18.29
Alabama,6/19/2020,4887871,29002,593.35,822,16.82,796,756,12,7.57,0.25,16.29
Alabama,6/20/2020,4887871,29549,604.54,838,17.14,547,706.86,16,9.29,0.33,11.19
Alabama,6/21/2020,4887871,30021,614.19,839,17.16,472,629.43,1,9.43,0.02,9.66
Alabama,6/22/2020,4887871,30454,623.05,841,17.21,433,597.43,2,9.57,0.04,8.86
Alabama,6/23/2020,4887871,31097,636.21,864,17.68,643,597.86,23,11.29,0.47,13.16
Alabama,6/24/2020,4887871,32064,655.99,891,18.23,967,678.86,27,14.43,0.55,19.78
Alabama,6/25/2020,4887871,33206,679.36,896,18.33,1142,714.29,5,12.29,0.1,23.36
Alabama,6/26/2020,4887871,34183,699.34,907,18.56,977,740.14,11,12.14,0.23,19.99
Alabama,6/27/2020,4887871,35083,717.76,919,18.8,900,790.57,12,11.57,0.25,18.41
Alabama,6/28/2020,4887871,35441,725.08,919,18.8,358,774.29,0,11.43,0,7.32
Alabama,6/29/2020,4887871,37175,760.56,929,19.01,1734,960.14,10,12.57,0.2,35.48
Alabama,6/30/2020,4887871,38045,778.36,950,19.44,870,992.57,21,12.29,0.43,17.8
Alabama,7/1/2020,4887871,38962,797.12,972,19.89,917,985.43,22,11.57,0.45,18.76
Alabama,7/2/2020,4887871,40111,820.62,985,20.15,1149,986.43,13,12.71,0.27,23.51
Alabama,7/3/2020,4887871,41865,856.51,1006,20.58,1754,1097.43,21,14.14,0.43,35.88
Alabama,7/4/2020,4887871,42862,876.91,1007,20.6,997,1111.29,1,12.57,0.02,20.4
Alabama,7/5/2020,4887871,43953,899.23,1007,20.6,1091,1216,0,12.57,0,22.32
Alabama,7/6/2020,4887871,44878,918.15,1007,20.6,925,1100.43,0,11.14,0,18.92
Alabama,7/7/2020,4887871,45785,936.71,1033,21.13,907,1105.71,26,11.86,0.53,18.56
Alabama,7/8/2020,4887871,46962,960.79,1058,21.65,1177,1142.86,25,12.29,0.51,24.08
Alabama,7/9/2020,4887871,49174,1006.04,1068,21.85,2212,1294.71,10,11.86,0.2,45.25
Alabama,7/10/2020,4887871,50508,1033.33,1104,22.59,1334,1234.71,36,14,0.74,27.29
Alabama,7/11/2020,4887871,51947,1062.77,1114,22.79,1439,1297.86,10,15.29,0.2,29.44
Alabama,7/12/2020,4887871,53587,1096.33,1121,22.93,1640,1376.29,7,16.29,0.14,33.55
Alabama,7/13/2020,4887871,55545,1136.38,1124,23,1958,1523.86,3,16.71,0.06,40.06
Alabama,7/14/2020,4887871,57255,1171.37,1164,23.81,1710,1638.57,40,18.71,0.82,34.98
Alabama,7/15/2020,4887871,59067,1208.44,1211,24.78,1812,1729.29,47,21.86,0.96,37.07
Alabama,7/16/2020,4887871,61088,1249.79,1230,25.16,2021,1702,19,23.14,0.39,41.35
Alabama,7/17/2020,4887871,63091,1290.77,1265,25.88,2003,1797.57,35,23,0.72,40.98
Alabama,7/18/2020,4887871,65234,1334.61,1286,26.31,2143,1898.14,21,24.57,0.43,43.84
Alabama,7/19/2020,4887871,67011,1370.96,1287,26.33,1777,1917.71,1,23.71,0.02,36.36
Alabama,7/20/2020,4887871,68891,1409.43,1291,26.41,1880,1906.57,4,23.86,0.08,38.46
Alabama,7/21/2020,4887871,70358,1439.44,1303,26.66,1467,1871.86,12,19.86,0.25,30.01
Alabama,7/22/2020,4887871,71813,1469.21,1364,27.91,1455,1820.86,61,21.86,1.25,29.77
Alabama,7/23/2020,4887871,74212,1518.29,1397,28.58,2399,1874.86,33,23.86,0.68,49.08
Alabama,7/24/2020,4887871,76005,1554.97,1438,29.42,1793,1844.86,41,24.71,0.84,36.68
Alabama,7/25/2020,4887871,78130,1598.45,1456,29.79,2125,1842.29,18,24.29,0.37,43.47
Alabama,7/26/2020,4887871,79294,1622.26,1473,30.14,1164,1754.71,17,26.57,0.35,23.81
Alabama,7/27/2020,4887871,81115,1659.52,1491,30.5,1821,1746.29,18,28.57,0.37,37.26
Alabama,7/28/2020,4887871,82366,1685.11,1491,30.5,1251,1715.43,0,26.86,0,25.59
Alabama,7/29/2020,4887871,83782,1714.08,1538,31.47,1416,1709.86,47,24.86,0.96,28.97
Alabama,7/30/2020,4887871,85762,1754.59,1565,32.02,1980,1650,27,24,0.55,40.51
Alabama,7/31/2020,4887871,87723,1794.71,1580,32.32,1961,1674,15,20.29,0.31,40.12
Alabama,8/1/2020,4887871,89349,1827.97,1603,32.8,1626,1602.71,23,21,0.47,33.27
Alabama,8/2/2020,4887871,91444,1870.83,1627,33.29,2095,1735.71,24,22,0.49,42.86
Alabama,8/3/2020,4887871,92661,1895.73,1633,33.41,1217,1649.43,6,20.29,0.12,24.9
Alabama,8/4/2020,4887871,93702,1917.03,1666,34.08,1041,1619.43,33,25,0.68,21.3
Alabama,8/5/2020,4887871,94654,1936.51,1695,34.68,952,1553.14,29,22.43,0.59,19.48
Alabama,8/6/2020,4887871,96592,1976.16,1714,35.07,1938,1547.14,19,21.29,0.39,39.65
Alabama,8/7/2020,4887871,98301,2011.12,1735,35.5,1709,1511.14,21,22.14,0.43,34.96
Alabama,8/8/2020,4887871,100173,2049.42,1755,35.91,1872,1546.29,20,21.71,0.41,38.3
Alabama,8/9/2020,4887871,101334,2073.17,1768,36.17,1161,1412.86,13,20.14,0.27,23.75
Alabama,8/10/2020,4887871,103020,2107.67,1797,36.76,1686,1479.86,29,23.43,0.59,34.49
Alabama,8/11/2020,4887871,103851,2124.67,1847,37.79,831,1449.86,50,25.86,1.02,17
Alabama,8/12/2020,4887871,104786,2143.8,1882,38.5,935,1447.43,35,26.71,0.72,19.13
Alabama,8/13/2020,4887871,105557,2159.57,1890,38.67,771,1280.71,8,25.14,0.16,15.77
Alabama,8/14/2020,4887871,106309,2174.96,1893,38.73,752,1144,3,22.57,0.06,15.39
Alabama,8/15/2020,4887871,107580,2200.96,1896,38.79,1271,1058.14,3,20.14,0.06,26
Alabama,8/16/2020,4887871,108433,2218.41,1898,38.83,853,1014.14,2,18.57,0.04,17.45
Alabama,8/17/2020,4887871,109004,2230.09,1925,39.38,571,854.86,27,18.29,0.55,11.68
Alabama,8/18/2020,4887871,110361,2257.85,1936,39.61,1357,930,11,12.71,0.23,27.76
Alabama,8/19/2020,4887871,111478,2280.71,1944,39.77,1117,956,8,8.86,0.16,22.85
Alabama,8/20/2020,4887871,112449,2300.57,1974,40.39,971,984.57,30,12,0.61,19.87
Alabama,8/21/2020,4887871,113632,2324.77,1996,40.84,1183,1046.14,22,14.71,0.45,24.2
Alabama,8/22/2020,4887871,114532,2343.19,2011,41.14,900,993.14,15,16.43,0.31,18.41
Alabama,8/23/2020,4887871,115060,2353.99,2013,41.18,528,946.71,2,16.43,0.04,10.8
Alabama,8/24/2020,4887871,116710,2387.75,2024,41.41,1650,1100.86,11,14.14,0.23,33.76
Alabama,8/25/2020,4887871,117242,2398.63,2037,41.67,532,983,13,14.43,0.27,10.88
Alabama,8/26/2020,4887871,119254,2439.79,2045,41.84,2012,1110.86,8,14.43,0.16,41.16
Alabama,8/27/2020,4887871,121023,2475.99,2076,42.47,1769,1224.86,31,14.57,0.63,36.19
Alabama,8/28/2020,4887871,122185,2499.76,2107,43.11,1162,1221.86,31,15.86,0.63,23.77
Alabama,8/29/2020,4887871,123889,2534.62,2152,44.03,1704,1336.71,45,20.14,0.92,34.86
Alabama,8/30/2020,4887871,125235,2562.16,2162,44.23,1346,1453.57,10,21.29,0.2,27.54
Alabama,8/31/2020,4887871,126058,2579,2182,44.64,823,1335.43,20,22.57,0.41,16.84
Alabama,9/1/2020,4887871,127616,2610.87,2200,45.01,1558,1482,18,23.29,0.37,31.87
Alabama,9/2/2020,4887871,128239,2623.62,2217,45.36,623,1283.57,17,24.57,0.35,12.75
Alabama,9/3/2020,4887871,129285,2645.02,2233,45.68,1046,1180.29,16,22.43,0.33,21.4
Alabama,9/4/2020,4887871,130393,2667.68,2266,46.36,1108,1172.57,33,22.71,0.68,22.67
Alabama,9/5/2020,4887871,131803,2696.53,2275,46.54,1410,1130.57,9,17.57,0.18,28.85
Alabama,9/6/2020,4887871,132314,2706.99,2276,46.56,511,1011.29,1,16.29,0.02,10.45
Alabama,9/7/2020,4887871,132973,2720.47,2276,46.56,659,987.86,0,13.43,0,13.48
Alabama,9/8/2020,4887871,133606,2733.42,2277,46.58,633,855.71,1,11,0.02,12.95
Alabama,9/9/2020,4887871,134417,2750.01,2285,46.75,811,882.57,8,9.71,0.16,16.59
Alabama,9/10/2020,4887871,135565,2773.5,2301,47.08,1148,897.14,16,9.71,0.33,23.49
Alabama,9/11/2020,4887871,136703,2796.78,2333,47.73,1138,901.43,32,9.57,0.65,23.28
Alabama,9/12/2020,4887871,137646,2816.07,2350,48.08,943,834.71,17,10.71,0.35,19.29
Alabama,9/13/2020,4887871,138755,2838.76,2351,48.1,1109,920.14,1,10.71,0.02,22.69
Alabama,9/14/2020,4887871,139459,2853.16,2355,48.18,704,926.57,4,11.29,0.08,14.4
Alabama,9/15/2020,4887871,140160,2867.51,2387,48.84,701,936.29,32,15.71,0.65,14.34
Alabama,9/16/2020,4887871,141087,2886.47,2392,48.94,927,952.86,5,15.29,0.1,18.97
Alabama,9/17/2020,4887871,141757,2900.18,2401,49.12,670,884.57,9,14.29,0.18,13.71
Alabama,9/18/2020,4887871,142863,2922.81,2428,49.67,1106,880,27,13.57,0.55,22.63
Alabama,9/19/2020,4887871,144164,2949.42,2437,49.86,1301,931.14,9,12.43,0.18,26.62
Alabama,9/20/2020,4887871,144962,2965.75,2437,49.86,798,886.71,0,12.29,0,16.33
Alabama,9/21/2020,4887871,145780,2982.48,2439,49.9,818,903,2,12,0.04,16.74
Alabama,9/22/2020,4887871,146584,2998.93,2457,50.27,804,917.71,18,10,0.37,16.45
Alabama,9/23/2020,4887871,147153,3010.57,2488,50.9,569,866.57,31,13.71,0.63,11.64
Alabama,9/24/2020,4887871,148206,3032.12,2506,51.27,1053,921.29,18,15,0.37,21.54
Alabama,9/25/2020,4887871,150658,3082.28,2491,50.96,2452,890.5,-15,13,-0.31,50.16
Alabama,9/26/2020,4887871,151591,3101.37,2501,51.17,933,829.17,10,13.17,0.2,19.09
Alabama,9/27/2020,4887871,152321,3116.31,2501,51.17,730,817.83,0,13.17,0,14.93
Alabama,9/28/2020,4887871,152983,3129.85,2501,51.17,662,791.83,0,12.83,0,13.54
Alabama,9/29/2020,4887871,153554,3141.53,2517,51.49,571,753,16,12.5,0.33,11.68
Alabama,9/30/2020,4887871,154701,3165,2540,51.97,1147,849.33,23,11.17,0.47,23.47
Alabama,10/1/2020,4887871,155744,3186.34,2548,52.13,1043,847.67,8,9.5,0.16,21.34
Alabama,10/2/2020,4887871,156698,3205.85,2550,52.17,954,862.86,2,8.43,0.04,19.52
Alabama,10/3/2020,4887871,158380,3240.27,2558,52.33,1682,969.86,8,8.14,0.16,34.41
Alabama,10/4/2020,4887871,159169,3256.41,2558,52.33,789,978.29,0,8.14,0,16.14
Alabama,10/5/2020,4887871,159713,3267.54,2559,52.35,544,961.43,1,8.29,0.02,11.13
Alabama,10/6/2020,4887871,160477,3283.17,2580,52.78,764,989,21,9,0.43,15.63
Alabama,10/7/2020,4887871,161418,3302.42,2601,53.21,941,959.57,21,8.71,0.43,19.25
Alabama,10/8/2020,4887871,161975,3313.81,2637,53.95,557,890.14,36,12.71,0.74,11.4
Alabama,10/9/2020,4887871,163465,3344.3,2653,54.28,1490,966.71,16,14.71,0.33,30.48
Alabama,10/10/2020,4887871,164526,3366.01,2664,54.5,1061,878,11,15.14,0.23,21.71
Alabama,10/11/2020,4887871,165342,3382.7,2664,54.5,816,881.86,0,15.14,0,16.69
Alabama,10/12/2020,4887871,166076,3397.72,2665,54.52,734,909,1,15.14,0.02,15.02
Alabama,10/13/2020,4887871,167193,3420.57,2665,54.52,1117,959.43,0,12.14,0,22.85
Alabama,10/14/2020,4887871,167977,3436.61,2706,55.36,784,937,41,15,0.84,16.04
Alabama,10/15/2020,4887871,169162,3460.85,2756,56.38,1185,1026.71,50,17,1.02,24.24
Alabama,10/16/2020,4887871,170374,3485.65,2786,57,1212,987,30,19,0.61,24.8
Alabama,10/17/2020,4887871,171662,3512,2788,57.04,1288,1019.43,2,17.71,0.04,26.35
Alabama,10/18/2020,4887871,172626,3531.72,2788,57.04,964,1040.57,0,17.71,0,19.72
Alabama,10/19/2020,4887871,173485,3549.3,2789,57.06,859,1058.43,1,17.71,0.02,17.57
Alabama,10/20/2020,4887871,174528,3570.63,2805,57.39,1043,1047.86,16,20,0.33,21.34
Alabama,10/21/2020,4887871,175674,3594.08,2828,57.86,1146,1099.57,23,17.43,0.47,23.45
Alabama,10/22/2020,4887871,177064,3622.52,2843,58.16,1390,1128.86,15,12.43,0.31,28.44
Alabama,10/23/2020,4887871,180916,3701.33,2859,58.49,3852,1506,16,10.43,0.33,78.81
Alaska,1/22/2020,737438,0,0,0,0,,,,,,
Alaska,1/23/2020,737438,0,0,0,0,0,,0,,0,0
Alaska,1/24/2020,737438,0,0,0,0,0,,0,,0,0
Alaska,1/25/2020,737438,0,0,0,0,0,,0,,0,0
Alaska,1/26/2020,737438,0,0,0,0,0,,0,,0,0
Alaska,1/27/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,1/28/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,1/29/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,1/30/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,1/31/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,2/1/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,2/2/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,2/3/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,2/4/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,2/5/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,2/6/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,2/7/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,2/8/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,2/9/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,2/10/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,2/11/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,2/12/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,2/13/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,2/14/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,2/15/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,2/16/2020,737438,0,0,0,0,0,0,0,0,0,0
Alaska,2/17/2020,737438,0,0,0,0,0,0,0,0,0,0
